样本ID,余数编号,数量下限,数量上限,规格下限,规格上限,定额单位,镀种大类,余数,领进数量,报工数量,计划数量(不含余数),实际损耗,是否进入分析
S00248,R01,10.01,30.0,0.0,20.0,数量,类型B,4.5,12.836116,11.293951,11.087007,1.542165,是
S00249,R01,10.01,30.0,0.0,20.0,数量,类型B,4.5,15.27653,10.975013,16.101737,4.301517,是
S00250,R01,10.01,30.0,0.0,20.0,数量,类型B,4.5,20.124217,19.354297,25.120645,0.76992,是
S00251,R01,10.01,30.0,0.0,20.0,数量,类型B,4.5,15.227344,13.488001,15.188253,1.739343,是
S00252,R01,10.01,30.0,0.0,20.0,数量,类型B,4.5,23.358761,20.505351,24.553846,2.853411,是
S00253,R01,10.01,30.0,0.0,20.0,数量,类型B,4.5,12.020146,11.18754,12.121816,0.832607,是
S00254,R01,10.01,30.0,0.0,20.0,数量,类型B,4.5,26.242081,23.419152,24.031664,2.822929,是
S00255,R01,10.01,30.0,0.0,20.0,数量,类型B,4.5,21.696262,19.939092,20.00735,1.75717,是
S00256,R01,10.01,30.0,0.0,20.0,数量,类型B,4.5,17.3071,15.587032,22.116505,1.720068,是
S00257,R01,10.01,30.0,0.0,20.0,数量,类型B,4.5,21.875691,19.794267,27.772822,2.081425,是
S00258,R01,10.01,30.0,0.0,20.0,数量,类型B,4.5,30.146803,26.309671,27.570627,3.837132,是
S00259,R01,10.01,30.0,0.0,20.0,数量,类型B,4.5,12.563219,10.170785,10.894063,2.392434,是
S00260,R01,10.01,30.0,0.0,20.0,数量,类型B,4.5,14.197274,11.468993,14.695016,2.728281,是
S00261,R01,10.01,30.0,0.0,20.0,数量,类型B,4.5,20.872908,17.816421,23.213766,3.056487,是
S00262,R01,10.01,30.0,0.0,20.0,数量,类型B,4.5,28.576954,25.837153,25.067022,2.739801,是
S00263,R01,10.01,30.0,0.0,20.0,数量,类型B,4.5,25.41419,22.712518,25.725061,2.701672,是
S00264,R01,10.01,30.0,0.0,20.0,数量,类型B,4.5,17.32863,15.034558,22.81642,2.294072,是
S00265,R01,10.01,30.0,0.0,20.0,数量,类型B,4.5,11.147425,8.470046,11.994705,2.67738,是
S00266,R01,10.01,30.0,0.0,20.0,数量,类型B,4.5,22.643474,22.441663,27.695928,0.201811,是
S00267,R01,10.01,30.0,0.0,20.0,数量,类型C,4.5,19.806657,13.746498,13.46702,6.060159,是
S00268,R01,10.01,30.0,0.0,20.0,数量,类型C,4.5,19.67691,18.967402,25.521029,0.709508,是
S00269,R01,10.01,30.0,0.0,20.0,数量,类型C,4.5,26.915646,26.609363,28.910139,0.306284,是
S00270,R01,10.01,30.0,0.0,20.0,数量,类型C,4.5,17.436284,15.169252,14.66151,2.267032,是
S00271,R01,10.01,30.0,0.0,20.0,数量,类型C,4.5,10.414043,9.894925,11.837053,0.519118,是
S00272,R01,10.01,30.0,0.0,20.0,数量,类型C,4.5,24.771275,22.253022,29.745403,2.518252,是
S00273,R01,10.01,30.0,0.0,20.0,数量,类型C,4.5,24.407711,22.868146,22.394188,1.539565,是
S00274,R01,10.01,30.0,0.0,20.0,数量,类型C,4.5,26.6573,23.167401,24.290964,3.4899,是
S00275,R01,10.01,30.0,0.0,20.0,数量,类型C,4.5,18.505284,14.758811,19.134418,3.746473,是
S00276,R01,10.01,30.0,0.0,20.0,数量,类型C,4.5,25.400678,23.488537,23.041249,1.912141,是
S00277,R01,10.01,30.0,0.0,20.0,数量,类型C,4.5,19.345261,16.582138,17.186137,2.763122,是
S00278,R01,10.01,30.0,0.0,20.0,数量,类型C,4.5,25.037776,23.65136,22.823815,1.386416,是
S00279,R01,10.01,30.0,0.0,20.0,数量,类型C,4.5,11.717839,10.255431,13.014623,1.462408,是
S00280,R01,10.01,30.0,0.0,20.0,数量,类型C,4.5,18.290212,17.459509,22.332584,0.830703,是
S00281,R01,10.01,30.0,0.0,20.0,数量,类型C,4.5,14.123305,12.317766,18.50712,1.80554,是
S00282,R01,10.01,30.0,0.0,20.0,数量,类型C,4.5,29.491824,28.419359,27.170019,1.072465,是
S00283,R01,10.01,30.0,0.0,20.0,数量,类型C,4.5,18.488279,16.641263,22.343529,1.847017,是
S00284,R01,10.01,30.0,0.0,20.0,数量,类型C,4.5,11.150035,8.012423,12.053028,3.137611,是
S00285,R01,10.01,30.0,0.0,20.0,数量,类型C,4.5,22.282638,21.524368,29.978111,0.758269,是
S00286,R01,10.01,30.0,0.0,20.0,数量,类型C,4.5,26.71134,24.477837,22.826749,2.233503,是
S00287,R01,10.01,30.0,0.0,20.0,数量,类型C,4.5,15.886516,15.755527,22.958069,0.130989,是
S00288,R01,10.01,30.0,0.0,20.0,数量,类型C,4.5,17.310208,15.794023,18.148484,1.516185,是
S00289,R02,30.01,80.0,20.01,50.0,百分比,类型A,1.774751,30.811018,30.366073,42.255973,0.444946,是
S00290,R02,30.01,80.0,20.01,50.0,百分比,类型A,3.341725,58.071169,56.451602,79.56487,1.619567,是
S00291,R02,30.01,80.0,20.01,50.0,百分比,类型A,2.219825,58.635563,58.030655,52.852967,0.604909,是
S00292,R02,30.01,80.0,20.01,50.0,百分比,类型A,1.827005,39.10488,38.50492,43.500122,0.59996,是
S00293,R02,30.01,80.0,20.01,50.0,百分比,类型A,2.166989,51.478916,50.691803,51.594983,0.787113,是
S00294,R02,30.01,80.0,20.01,50.0,百分比,类型A,1.542158,35.957643,35.464514,36.718037,0.493129,是
S00295,R02,30.01,80.0,20.01,50.0,百分比,类型A,1.39756,23.015445,22.555016,33.275236,0.460428,是
S00296,R02,30.01,80.0,20.01,50.0,百分比,类型A,1.519338,30.044829,29.464529,36.17471,0.580299,是
S00297,R02,30.01,80.0,20.01,50.0,百分比,类型A,2.478933,46.866334,46.274909,59.022205,0.591424,是
S00298,R02,30.01,80.0,20.01,50.0,百分比,类型A,3.263726,82.587129,80.525713,77.707772,2.061416,是
S00299,R02,30.01,80.0,20.01,50.0,百分比,类型A,2.845703,50.622792,49.022294,67.754833,1.600497,是
S00300,R02,30.01,80.0,20.01,50.0,百分比,类型A,3.305172,77.210381,75.581964,78.694579,1.628417,是
S00301,R02,30.01,80.0,20.01,50.0,百分比,类型A,1.896218,45.162897,44.40221,45.148057,0.760687,是
S00302,R02,30.01,80.0,20.01,50.0,百分比,类型A,2.006475,52.034734,51.281578,47.773223,0.753156,是
S00303,R02,30.01,80.0,20.01,50.0,百分比,类型A,1.666884,36.330381,35.609721,39.687712,0.720661,是
S00304,R02,30.01,80.0,20.01,50.0,百分比,类型A,1.582746,31.856214,31.229295,37.684433,0.626919,是
S00305,R02,30.01,80.0,20.01,50.0,百分比,类型A,1.815623,32.66817,31.906718,43.229117,0.761452,是
S00306,R02,30.01,80.0,20.01,50.0,百分比,类型A,2.403648,63.495494,62.717444,57.229705,0.77805,是
S00307,R02,30.01,80.0,20.01,50.0,百分比,类型A,2.593716,66.928223,66.446121,61.755133,0.482102,是
S00308,R02,30.01,80.0,20.01,50.0,百分比,类型A,1.660156,31.941902,31.257154,39.527532,0.684748,是
S00309,R02,30.01,80.0,20.01,50.0,百分比,类型A,1.69334,35.604354,35.073583,40.317631,0.530771,是
S00310,R02,30.01,80.0,20.01,50.0,百分比,类型A,2.75818,59.936358,58.845393,65.670944,1.090966,是
S00311,R02,30.01,80.0,20.01,50.0,百分比,类型A,1.302117,22.95863,22.419922,31.002781,0.538709,是
S00312,R02,30.01,80.0,20.01,50.0,百分比,类型A,3.246821,73.793251,72.366198,77.305271,1.427053,是
S00313,R02,30.01,80.0,20.01,50.0,百分比,类型A,1.405443,34.690581,34.116901,33.462921,0.573681,是
S00314,R02,30.01,80.0,20.01,50.0,百分比,类型A,1.50259,25.926996,25.062642,35.775962,0.864355,是
S00315,R02,30.01,80.0,20.01,50.0,百分比,类型A,1.810672,35.122092,34.668665,43.111238,0.453427,是
S00316,R02,30.01,80.0,20.01,50.0,百分比,类型A,1.763074,32.716818,32.096322,41.977957,0.620497,是
S00317,R02,30.01,80.0,20.01,50.0,百分比,类型A,3.30015,59.11192,58.166473,78.574996,0.945447,是
S00318,R02,30.01,80.0,20.01,50.0,百分比,类型A,2.674624,49.317654,47.922573,63.681526,1.395081,是
S00319,R02,30.01,80.0,20.01,50.0,百分比,类型A,2.639457,54.99378,53.989534,62.844213,1.004247,是
S00320,R02,30.01,80.0,20.01,50.0,百分比,类型A,2.605338,47.168176,46.467972,62.031863,0.700204,是
S00321,R02,30.01,80.0,20.01,50.0,百分比,类型A,2.464937,50.535129,49.306316,58.688975,1.228814,是
S00322,R02,30.01,80.0,20.01,50.0,百分比,类型A,3.33412,65.482662,64.414961,79.38382,1.0677,是
S00323,R02,30.01,80.0,20.01,50.0,百分比,类型A,1.404273,24.132601,23.522296,33.435062,0.610304,是
S00324,R02,30.01,80.0,20.01,50.0,百分比,类型A,2.060892,52.073829,51.22425,49.068846,0.849579,是
S00325,R02,30.01,80.0,20.01,50.0,百分比,类型A,2.317149,47.124166,46.180531,55.170211,0.943635,是
S00326,R02,30.01,80.0,20.01,50.0,百分比,类型A,1.677243,35.785399,35.19152,39.934356,0.593879,是
S00327,R02,30.01,80.0,20.01,50.0,百分比,类型A,2.444347,40.940543,39.490318,58.198738,1.450225,是
S00328,R02,30.01,80.0,20.01,50.0,百分比,类型A,3.161861,71.130278,69.526715,75.282407,1.603563,是
S00329,R02,30.01,80.0,20.01,50.0,百分比,类型A,2.673436,54.62136,53.198091,63.65323,1.423269,是
S00330,R02,30.01,80.0,20.01,50.0,百分比,类型A,3.183013,57.98049,57.689198,75.786028,0.291292,是
S00331,R02,30.01,80.0,20.01,50.0,百分比,类型A,1.71105,29.798401,29.050554,40.739293,0.747847,是
S00332,R02,30.01,80.0,20.01,50.0,百分比,类型A,2.106755,52.86907,52.86907,50.160828,0.0,是
S00333,R02,30.01,80.0,20.01,50.0,百分比,类型A,2.723118,53.851875,52.355951,64.836147,1.495924,是
S00334,R02,30.01,80.0,20.01,50.0,百分比,类型A,2.065046,36.173192,35.460298,49.167773,0.712894,是
S00335,R02,30.01,80.0,20.01,50.0,百分比,类型A,1.877058,31.044977,30.592367,44.69186,0.45261,是
S00336,R02,30.01,80.0,20.01,50.0,百分比,类型A,2.526178,66.015687,65.46716,60.147106,0.548527,是
S00337,R02,30.01,80.0,20.01,50.0,百分比,类型A,3.250468,69.343422,69.009251,77.392091,0.334171,是
S00338,R02,30.01,80.0,20.01,50.0,百分比,类型A,2.749404,48.694203,47.060087,65.462001,1.634116,是
S00339,R02,30.01,80.0,20.01,50.0,百分比,类型A,2.33558,37.975008,37.841402,55.609039,0.133606,是
S00340,R02,30.01,80.0,20.01,50.0,百分比,类型A,3.232124,63.76103,63.173211,76.955342,0.587818,是
S00341,R02,30.01,80.0,20.01,50.0,百分比,类型A,2.058986,47.607991,46.621227,49.023477,0.986764,是
S00342,R02,30.01,80.0,20.01,50.0,百分比,类型A,3.082371,54.089031,53.849232,73.389777,0.239799,是
S00343,R02,30.01,80.0,20.01,50.0,百分比,类型A,2.238046,45.715436,44.86662,53.286809,0.848815,是
S00344,R02,30.01,80.0,20.01,50.0,百分比,类型A,2.915508,65.319263,64.219972,69.416853,1.099292,是
S00345,R02,30.01,80.0,20.01,50.0,百分比,类型A,1.720481,41.290638,40.687345,40.96384,0.603293,是
S00346,R02,30.01,80.0,20.01,50.0,百分比,类型A,2.335927,55.560916,54.486164,55.617317,1.074751,是
S00347,R02,30.01,80.0,20.01,50.0,百分比,类型A,2.769408,51.682844,50.31865,65.938283,1.364194,是
S00348,R02,30.01,80.0,20.01,50.0,百分比,类型A,2.586239,62.778148,61.302301,61.577121,1.475847,是
S00349,R02,30.01,80.0,20.01,50.0,百分比,类型A,2.438197,52.857696,52.340499,58.052301,0.517197,是
S00350,R02,30.01,80.0,20.01,50.0,百分比,类型A,2.325599,39.194549,38.715102,55.371398,0.479447,是
S00351,R02,30.01,80.0,20.01,50.0,百分比,类型A,2.98876,68.544057,67.582898,71.160944,0.961159,是
S00352,R02,30.01,80.0,20.01,50.0,百分比,类型A,1.434183,33.825932,33.166163,34.147209,0.65977,是
S00353,R02,30.01,80.0,20.01,50.0,百分比,类型A,2.887819,66.980424,66.127927,68.757593,0.852497,是
S00354,R02,30.01,80.0,20.01,50.0,百分比,类型B,1.988684,38.053796,36.744007,47.349614,1.309789,是
S00355,R02,30.01,80.0,20.01,50.0,百分比,类型B,1.900505,42.841253,41.888719,45.250129,0.952534,是
S00356,R02,30.01,80.0,20.01,50.0,百分比,类型B,1.996543,33.652927,32.728108,47.536732,0.924819,是
S00357,R02,30.01,80.0,20.01,50.0,百分比,类型B,2.59998,46.878374,45.102204,61.904292,1.77617,是
S00358,R02,30.01,80.0,20.01,50.0,百分比,类型B,1.315255,33.900538,32.915587,31.315586,0.984951,是
S00359,R02,30.01,80.0,20.01,50.0,百分比,类型B,1.57892,32.791262,31.83571,37.59334,0.955553,是
S00360,R02,30.01,80.0,20.01,50.0,百分比,类型B,1.808964,39.404545,38.470442,43.07058,0.934104,是
S00361,R02,30.01,80.0,20.01,50.0,百分比,类型B,1.412761,34.75887,33.768979,33.637158,0.989892,是
S00362,R02,30.01,80.0,20.01,50.0,百分比,类型B,3.255454,65.817871,62.838181,77.510812,2.979689,是
S00363,R02,30.01,80.0,20.01,50.0,百分比,类型B,1.815517,33.834149,32.109992,43.226606,1.724157,是
S00364,R02,30.01,80.0,20.01,50.0,百分比,类型B,2.20105,44.818401,43.726392,52.405944,1.092009,是
S00365,R02,30.01,80.0,20.01,50.0,百分比,类型B,3.090192,74.007669,71.751025,73.576004,2.256644,是
S00366,R02,30.01,80.0,20.01,50.0,百分比,类型B,2.586812,56.840463,55.110813,61.590758,1.72965,是
S00367,R02,30.01,80.0,20.01,50.0,百分比,类型B,2.67441,46.935686,44.814839,63.676421,2.120847,是
S00368,R02,30.01,80.0,20.01,50.0,百分比,类型B,2.743282,67.705865,67.224369,65.31625,0.481496,是
S00369,R02,30.01,80.0,20.01,50.0,百分比,类型B,2.284963,49.995646,48.498381,54.40388,1.497265,是
S00370,R02,30.01,80.0,20.01,50.0,百分比,类型B,1.412156,36.875498,35.853147,33.622752,1.022351,是
S00371,R02,30.01,80.0,20.01,50.0,百分比,类型B,2.116883,50.650183,49.154047,50.401971,1.496136,是
S00372,R02,30.01,80.0,20.01,50.0,百分比,类型B,1.690663,31.083127,30.010539,40.253884,1.072587,是
S00373,R02,30.01,80.0,20.01,50.0,百分比,类型B,2.344754,42.623476,40.432787,55.82747,2.190689,是
S00374,R02,30.01,80.0,20.01,50.0,百分比,类型B,3.058618,65.778253,64.808621,72.824245,0.969632,是
S00375,R02,30.01,80.0,20.01,50.0,百分比,类型B,1.49356,39.784941,38.68625,35.560959,1.098691,是
S00376,R02,30.01,80.0,20.01,50.0,百分比,类型B,3.285214,68.523862,66.277185,78.219382,2.246676,是
S00377,R02,30.01,80.0,20.01,50.0,百分比,类型B,3.080751,80.912864,78.512253,73.351221,2.400611,是
S00378,R02,30.01,80.0,20.01,50.0,百分比,类型B,3.311004,87.920791,85.149835,78.833437,2.770956,是
S00379,R02,30.01,80.0,20.01,50.0,百分比,类型B,2.217126,44.863316,43.931906,52.788711,0.93141,是
S00380,R02,30.01,80.0,20.01,50.0,百分比,类型B,2.797858,50.317393,48.608066,66.615674,1.709327,是
S00381,R02,30.01,80.0,20.01,50.0,百分比,类型B,2.366872,39.720474,37.731058,56.354095,1.989417,是
S00382,R02,30.01,80.0,20.01,50.0,百分比,类型B,1.998354,41.578908,40.052629,47.579847,1.526279,是
S00383,R02,30.01,80.0,20.01,50.0,百分比,类型B,2.46356,53.696931,51.816012,58.656188,1.88092,是
S00384,R02,30.01,80.0,20.01,50.0,百分比,类型B,2.45431,53.434823,51.619582,58.435943,1.815241,是
S00385,R02,30.01,80.0,20.01,50.0,百分比,类型B,2.329863,62.108375,60.585575,55.472923,1.522799,是
S00386,R02,30.01,80.0,20.01,50.0,百分比,类型B,3.289984,55.813073,53.418442,78.332964,2.394631,是
S00387,R02,30.01,80.0,20.01,50.0,百分比,类型B,3.005232,75.259036,72.718956,71.553153,2.54008,是
S00388,R02,30.01,80.0,20.01,50.0,百分比,类型B,3.208676,64.780427,62.966,76.397046,1.814427,是
S00389,R02,30.01,80.0,20.01,50.0,百分比,类型B,2.371656,60.049145,58.349773,56.467995,1.699372,是
S00390,R02,30.01,80.0,20.01,50.0,百分比,类型B,1.881015,47.142751,45.552587,44.786082,1.590164,是
S00391,R02,30.01,80.0,20.01,50.0,百分比,类型B,1.729041,38.987835,37.075887,41.167639,1.911948,是
S00392,R02,30.01,80.0,20.01,50.0,百分比,类型C,2.339224,64.587813,39.524704,55.695799,25.06311,是
S00393,R02,30.01,80.0,20.01,50.0,百分比,类型C,1.325031,32.337765,31.482449,31.548353,0.855315,是
S00394,R02,30.01,80.0,20.01,50.0,百分比,类型C,1.901722,35.944421,35.021195,45.279088,0.923226,是
S00395,R02,30.01,80.0,20.01,50.0,百分比,类型C,2.098565,49.631948,47.761059,49.965837,1.87089,是
S00396,R02,30.01,80.0,20.01,50.0,百分比,类型C,2.072617,51.165022,50.077093,49.348014,1.087929,是
S00397,R02,30.01,80.0,20.01,50.0,百分比,类型C,2.93997,74.160528,73.207528,69.999282,0.953,是
S00398,R02,30.01,80.0,20.01,50.0,百分比,类型C,2.000306,39.452207,38.473182,47.626323,0.979025,是
S00399,R02,30.01,80.0,20.01,50.0,百分比,类型C,2.307526,57.088394,56.393719,54.941091,0.694675,是
S00400,R02,30.01,80.0,20.01,50.0,百分比,类型C,1.547147,29.776607,29.123479,36.836832,0.653128,是
S00401,R02,30.01,80.0,20.01,50.0,百分比,类型C,3.332454,81.74065,79.472608,79.344133,2.268041,是
S00402,R02,30.01,80.0,20.01,50.0,百分比,类型C,2.747926,58.359721,56.469693,65.426812,1.890028,是
S00403,R02,30.01,80.0,20.01,50.0,百分比,类型C,2.277879,38.918027,37.120341,54.235211,1.797687,是
S00404,R02,30.01,80.0,20.01,50.0,百分比,类型C,2.306888,45.655786,44.563554,54.925902,1.092232,是
S00405,R02,30.01,80.0,20.01,50.0,百分比,类型C,2.413457,46.049703,44.878578,57.463264,1.171125,是
S00406,R02,30.01,80.0,20.01,50.0,百分比,类型C,2.886557,53.245824,52.881543,68.72754,0.364281,是
S00407,R02,30.01,80.0,20.01,50.0,百分比,类型C,2.252574,58.13585,56.421135,53.632718,1.714715,是
S00408,R03,80.01,200.0,0.0,99999.0,百分比,类型A,2.025365,75.396214,72.499736,101.268245,2.896478,是
S00409,R03,80.01,200.0,0.0,99999.0,百分比,类型A,2.811154,144.558806,140.77049,140.557716,3.788316,是
S00410,R03,80.01,200.0,0.0,99999.0,百分比,类型A,1.72938,68.654108,64.875497,86.468987,3.778611,是
S00411,R03,80.01,200.0,0.0,99999.0,百分比,类型A,2.119957,76.866287,75.061687,105.997863,1.8046,是
S00412,R03,80.01,200.0,0.0,99999.0,百分比,类型A,1.826205,68.645894,67.894434,91.310227,0.751459,是
S00413,R03,80.01,200.0,0.0,99999.0,百分比,类型A,2.186443,113.818622,111.242382,109.322148,2.57624,是
S00414,R03,80.01,200.0,0.0,99999.0,百分比,类型A,1.634495,58.581711,56.543284,81.724741,2.038426,是
S00415,R03,80.01,200.0,0.0,99999.0,百分比,类型A,3.991731,190.971196,185.936344,199.586555,5.034852,是
S00416,R03,80.01,200.0,0.0,99999.0,百分比,类型A,3.604488,165.480063,160.164194,180.22441,5.315869,是
S00417,R03,80.01,200.0,0.0,99999.0,百分比,类型A,3.971005,139.304983,134.663536,198.550245,4.641448,是
S00418,R03,80.01,200.0,0.0,99999.0,百分比,类型A,3.892704,191.465759,186.73037,194.635201,4.735389,是
S00419,R03,80.01,200.0,0.0,99999.0,百分比,类型A,2.921904,112.175653,109.33575,146.095193,2.839903,是
S00420,R03,80.01,200.0,0.0,99999.0,百分比,类型A,3.586891,160.114344,157.233317,179.344541,2.881028,是
S00421,R03,80.01,200.0,0.0,99999.0,百分比,类型A,3.472238,122.233749,120.373561,173.611882,1.860188,是
S00422,R03,80.01,200.0,0.0,99999.0,百分比,类型A,3.692957,159.946155,156.524415,184.647843,3.42174,是
S00423,R03,80.01,200.0,0.0,99999.0,百分比,类型A,1.839181,103.321938,100.892381,91.959029,2.429557,是
S00424,R03,80.01,200.0,0.0,99999.0,百分比,类型A,2.796986,129.876479,126.448882,139.849318,3.427597,是
S00425,R03,80.01,200.0,0.0,99999.0,百分比,类型A,3.528735,145.62458,141.038277,176.436741,4.586302,是
S00426,R03,80.01,200.0,0.0,99999.0,百分比,类型A,2.156861,84.701532,82.053716,107.843044,2.647816,是
S00427,R03,80.01,200.0,0.0,99999.0,百分比,类型A,3.842644,146.300448,141.086216,192.132211,5.214232,是
S00428,R03,80.01,200.0,0.0,99999.0,百分比,类型A,2.39651,81.69464,78.274336,119.825509,3.420305,是
S00429,R03,80.01,200.0,0.0,99999.0,百分比,类型A,2.188265,119.51297,117.454943,109.413262,2.058027,是
S00430,R03,80.01,200.0,0.0,99999.0,百分比,类型A,2.632508,111.973091,107.610338,131.625392,4.362753,是
S00431,R03,80.01,200.0,0.0,99999.0,百分比,类型A,2.521084,95.257378,91.831337,126.054225,3.426041,是
S00432,R03,80.01,200.0,0.0,99999.0,百分比,类型A,1.829628,66.377862,63.737235,91.48139,2.640627,是
S00433,R03,80.01,200.0,0.0,99999.0,百分比,类型A,2.107206,76.77282,74.534547,105.360322,2.238273,是
S00434,R03,80.01,200.0,0.0,99999.0,百分比,类型A,2.416322,85.936018,81.363804,120.816098,4.572214,是
S00435,R03,80.01,200.0,0.0,99999.0,百分比,类型A,1.781263,94.070701,92.339581,89.063129,1.731119,是
S00436,R03,80.01,200.0,0.0,99999.0,百分比,类型A,2.486815,96.299176,94.136236,124.340755,2.16294,是
S00437,R03,80.01,200.0,0.0,99999.0,百分比,类型A,2.64662,117.64804,115.969262,132.330994,1.678778,是
S00438,R03,80.01,200.0,0.0,99999.0,百分比,类型A,2.886048,108.324805,103.979869,144.302385,4.344935,是
S00439,R03,80.01,200.0,0.0,99999.0,百分比,类型A,3.222678,136.931986,132.052057,161.133922,4.879929,是
S00440,R03,80.01,200.0,0.0,99999.0,百分比,类型A,1.972719,69.944207,67.757816,98.635957,2.186391,是
S00441,R03,80.01,200.0,0.0,99999.0,百分比,类型A,3.744592,186.135756,183.962142,187.229606,2.173614,是
S00442,R03,80.01,200.0,0.0,99999.0,百分比,类型A,1.896939,96.946089,93.254323,94.84697,3.691766,是
S00443,R03,80.01,200.0,0.0,99999.0,百分比,类型A,3.071873,139.283433,134.019673,153.593642,5.26376,是
S00444,R03,80.01,200.0,0.0,99999.0,百分比,类型A,3.459761,160.338086,156.3856,172.988074,3.952486,是
S00445,R03,80.01,200.0,0.0,99999.0,百分比,类型A,2.93516,116.328021,114.13525,146.757995,2.192771,是
S00446,R03,80.01,200.0,0.0,99999.0,百分比,类型A,3.091394,116.567503,111.798502,154.56968,4.769001,是
S00447,R03,80.01,200.0,0.0,99999.0,百分比,类型A,3.241876,167.959251,164.034511,162.093818,3.92474,是
S00448,R03,80.01,200.0,0.0,99999.0,百分比,类型A,1.677303,70.872504,68.327833,83.865143,2.544672,是
S00449,R03,80.01,200.0,0.0,99999.0,百分比,类型A,3.714679,162.784745,158.032285,185.733962,4.752459,是
S00450,R03,80.01,200.0,0.0,99999.0,百分比,类型A,3.959272,142.923551,138.742049,197.963612,4.181503,是
S00451,R03,80.01,200.0,0.0,99999.0,百分比,类型A,3.834149,142.223217,138.827703,191.707447,3.395514,是
S00452,R03,80.01,200.0,0.0,99999.0,百分比,类型A,2.643938,114.261816,111.393999,132.196877,2.867817,是
S00453,R03,80.01,200.0,0.0,99999.0,百分比,类型A,3.768801,141.479455,138.033993,188.440027,3.445462,是
S00454,R03,80.01,200.0,0.0,99999.0,百分比,类型A,2.328219,100.579322,98.337772,116.410963,2.24155,是
S00455,R03,80.01,200.0,0.0,99999.0,百分比,类型A,3.882539,147.839382,141.399042,194.126968,6.44034,是
S00456,R03,80.01,200.0,0.0,99999.0,百分比,类型A,3.74017,168.926128,166.520461,187.008478,2.405667,是
S00457,R03,80.01,200.0,0.0,99999.0,百分比,类型A,2.499813,134.645013,133.744734,124.990645,0.900278,是
S00458,R03,80.01,200.0,0.0,99999.0,百分比,类型A,2.463946,85.502297,83.959315,123.19729,1.542982,是
S00459,R03,80.01,200.0,0.0,99999.0,百分比,类型A,2.746393,105.300685,100.458903,137.319661,4.841782,是
S00460,R03,80.01,200.0,0.0,99999.0,百分比,类型A,3.000125,157.256411,152.095833,150.006231,5.160579,是
S00461,R03,80.01,200.0,0.0,99999.0,百分比,类型A,1.783198,91.519453,89.265522,89.159901,2.253931,是
S00462,R03,80.01,200.0,0.0,99999.0,百分比,类型A,2.038993,77.010758,75.187231,101.949648,1.823528,是
S00463,R03,80.01,200.0,0.0,99999.0,百分比,类型A,3.66252,204.127034,199.78588,183.125988,4.341154,是
S00464,R03,80.01,200.0,0.0,99999.0,百分比,类型A,2.042746,71.326091,68.896082,102.137308,2.430009,是
S00465,R03,80.01,200.0,0.0,99999.0,百分比,类型A,3.696715,157.918902,151.416141,184.835768,6.502761,是
S00466,R03,80.01,200.0,0.0,99999.0,百分比,类型B,3.515562,197.556813,186.713129,175.778101,10.843684,是
S00467,R03,80.01,200.0,0.0,99999.0,百分比,类型B,1.670882,75.03604,72.490694,83.544085,2.545345,是
S00468,R03,80.01,200.0,0.0,99999.0,百分比,类型B,3.619327,128.738671,120.422252,180.966366,8.316419,是
S00469,R03,80.01,200.0,0.0,99999.0,百分比,类型B,2.162457,88.498744,84.86233,108.122832,3.636414,是
S00470,R03,80.01,200.0,0.0,99999.0,百分比,类型B,3.124449,114.881735,110.929956,156.222456,3.951779,是
S00471,R03,80.01,200.0,0.0,99999.0,百分比,类型B,3.874551,170.951463,166.175693,193.72754,4.77577,是
S00472,R03,80.01,200.0,0.0,99999.0,百分比,类型B,2.399426,126.767328,124.675398,119.97132,2.09193,是
S00473,R03,80.01,200.0,0.0,99999.0,百分比,类型B,3.262346,155.655586,150.685065,163.117277,4.970521,是
S00474,R03,80.01,200.0,0.0,99999.0,百分比,类型B,2.562188,93.572452,87.689219,128.109399,5.883233,是
S00475,R03,80.01,200.0,0.0,99999.0,百分比,类型B,3.838264,193.414764,189.441556,191.913187,3.973208,是
S00476,R03,80.01,200.0,0.0,99999.0,百分比,类型B,3.536429,149.979064,143.948736,176.821457,6.030328,是
S00477,R03,80.01,200.0,0.0,99999.0,百分比,类型B,3.361848,186.90761,182.731354,168.092406,4.176256,是
S00478,R03,80.01,200.0,0.0,99999.0,百分比,类型B,3.220406,141.034107,137.636785,161.020312,3.397322,是
S00479,R03,80.01,200.0,0.0,99999.0,百分比,类型B,2.850707,102.772531,98.8794,142.535365,3.893131,是
S00480,R03,80.01,200.0,0.0,99999.0,百分比,类型B,2.826284,126.83735,122.846658,141.314179,3.990692,是
S00481,R03,80.01,200.0,0.0,99999.0,百分比,类型B,1.802718,94.625518,93.5714,90.13592,1.054118,是
S00482,R03,80.01,200.0,0.0,99999.0,百分比,类型B,1.601937,79.761113,76.937688,80.09687,2.823426,是
S00483,R03,80.01,200.0,0.0,99999.0,百分比,类型B,3.006245,141.670805,135.664146,150.312263,6.006659,是
S00484,R03,80.01,200.0,0.0,99999.0,百分比,类型B,2.043792,80.713148,78.981405,102.189593,1.731743,是
S00485,R03,80.01,200.0,0.0,99999.0,百分比,类型B,2.620657,105.460504,99.952131,131.03287,5.508373,是
S00486,R03,80.01,200.0,0.0,99999.0,百分比,类型B,2.243446,93.944726,91.952069,112.172314,1.992656,是
S00487,R03,80.01,200.0,0.0,99999.0,百分比,类型B,2.351194,101.763692,96.827383,117.559707,4.936309,是
